,country,region_id,region,Year,happiness_rank,happiness_score,economy_GDP_per_capita,family,health_life_expectancy,freedom,trust_government_corruption,generosity,dystopia_residual,happiness_category
808,Saudi Arabia,MENA,Middle East and North Africa,2020,27,6.406499863,1.334328532,1.309950113,0.759818137,0.548477471,0.163322315,0.087440684,2.203118801,middle-high
809,Spain,WE,Western Europe,2020,28,6.400899887,1.230535269,1.421099186,1.051343083,0.425983816,0.109579779,0.16530548,1.997088432,middle-high
810,Guatemala,LAC,Latin America and Caribbean,2020,29,6.398900032,0.753815711,1.174267054,0.705952585,0.613146722,0.0983603,0.170611665,2.882723093,middle-high
811,Italy,WE,Western Europe,2020,30,6.38740015,1.236396074,1.347296,1.022504926,0.321305573,0.040145598,0.170266211,2.249505997,middle-high
812,Singapore,SEA,Southeast Asia,2020,31,6.377099991,1.519580126,1.39545691,1.137814283,0.635317206,0.533162236,0.218770906,0.937031746,middle-high
813,Brazil,LAC,Latin America and Caribbean,2020,32,6.375599861,0.952679873,1.363464117,0.766119063,0.483292729,0.106518604,0.131674588,2.571860313,middle-high
814,Slovenia,CEE,Central and Eastern Europe,2020,33,6.363399982,1.208652496,1.464677691,0.932548046,0.646700144,0.076516323,0.145701498,1.888586521,middle-high
815,El Salvador,LAC,Latin America and Caribbean,2020,34,6.34829998,0.748940408,1.149397612,0.752730012,0.524043918,0.117030352,0.1189363,2.937191725,middle-high
816,Kosovo,CEE,Central and Eastern Europe,2020,35,6.325200081,0.840481341,1.183962822,0.672709167,0.557280421,0.008559024,0.325286865,2.736902714,middle-high
817,Panama,LAC,Latin America and Caribbean,2020,36,6.304800034,1.097667813,1.376149297,0.878546536,0.57984978,0.054230526,0.097207308,2.221176147,middle-high
818,Slovakia,CEE,Central and Eastern Europe,2020,37,6.280600071,1.194837689,1.424331188,0.853465259,0.423542529,0.011291441,0.116729774,2.256422043,middle-high
819,Uzbekistan,CIS,Commonwealth of Independent States,2020,38,6.257599831,0.696652949,1.434020042,0.716703713,0.693270326,0.280260265,0.363311023,2.073346615,middle-high
820,Chile,LAC,Latin America and Caribbean,2020,39,6.228499889,1.096992493,1.323286891,0.889260828,0.417482227,0.06284935,0.155579001,2.283012867,middle-high
821,Bahrain,MENA,Middle East and North Africa,2020,40,6.227300167,1.296692252,1.31532371,0.838836372,0.610399902,0.126697257,0.287453711,1.751917362,middle-high
822,Lithuania,CEE,Central and Eastern Europe,2020,41,6.215499878,1.193559647,1.432865739,0.795421183,0.42046079,0.081350274,0.053691041,2.238146067,middle-high
823,Trinidad and Tobago,LAC,Latin America and Caribbean,2020,42,6.191899776,1.167641521,1.407326221,0.658828557,0.55293113,0.015078396,0.199358255,2.190695763,middle-high
824,Poland,CEE,Central and Eastern Europe,2020,43,6.186299801,1.16922915,1.310399771,0.868038476,0.557903528,0.160541251,0.063374244,2.056797981,middle-high
825,Colombia,LAC,Latin America and Caribbean,2020,44,6.163400173,0.93220371,1.33445096,0.810020149,0.526890039,0.04584837,0.092374094,2.421656609,middle-high
826,Cyprus,WE,Western Europe,2020,45,6.15899992,1.21279943,1.149170756,1.026124597,0.459385872,0.051207144,0.227932334,2.032334805,middle-high
827,Nicaragua,LAC,Latin America and Caribbean,2020,46,6.13710022,0.620033145,1.27081275,0.803093255,0.560117304,0.174084574,0.212871477,2.496081114,middle-high
828,Romania,CEE,Central and Eastern Europe,2020,47,6.123700142,1.120401621,1.1944381,0.79229486,0.534852326,0.000829569,0.068181619,2.412749767,middle-high
829,Kuwait,MENA,Middle East and North Africa,2020,48,6.102099895,1.424833655,1.244779825,0.776468933,0.570261419,0.112814933,0.132751092,1.840167999,middle-high
830,Mauritius,SSA,Sub-Saharan Africa,2020,49,6.101299763,1.07366395,1.395666838,0.763389409,0.590838134,0.084088229,0.186894551,2.006720543,middle-high
831,Kazakhstan,CIS,Commonwealth of Independent States,2020,50,6.057899952,1.122594237,1.453267694,0.698788941,0.497432142,0.110463686,0.153713793,2.021602631,middle-high
832,Estonia,CEE,Central and Eastern Europe,2020,51,6.021800041,1.192441225,1.453232527,0.842615008,0.576664805,0.201766819,0.125136748,1.629928112,middle-high
833,Philippines,SEA,Southeast Asia,2020,52,6.006000042,0.775120676,1.245381713,0.602189481,0.621915162,0.130385727,0.129260212,2.501741886,middle-high
834,Hungary,CEE,Central and Eastern Europe,2020,53,6.000400066,1.164307117,1.423009396,0.806793869,0.386401802,0.027548173,0.070491239,2.121845722,middle-high
835,Thailand,SEA,Southeast Asia,2020,54,5.998799801,1.007029295,1.347519517,0.793855846,0.609449804,0.031837862,0.376709014,1.832384109,middle-high
836,Argentina,LAC,Latin America and Caribbean,2020,55,5.974699974,1.028465629,1.372543693,0.849773705,0.520840347,0.060415059,0.070100471,2.072540998,middle-high
837,Honduras,LAC,Latin America and Caribbean,2020,56,5.953199863,0.598763585,1.186664104,0.791989982,0.568148077,0.086807102,0.256528199,2.464295387,middle-high
838,Latvia,CEE,Central and Eastern Europe,2020,57,5.949999809,1.14139545,1.414398789,0.777902424,0.329198807,0.090391524,0.075407945,2.121283054,middle-high
839,Ecuador,LAC,Latin America and Caribbean,2020,58,5.925199986,0.853383601,1.221027613,0.838837743,0.555234551,0.086753383,0.115006477,2.254933834,middle-high
840,Portugal,WE,Western Europe,2020,59,5.910900116,1.168800831,1.339530349,0.979315281,0.589895189,0.027733466,0.053036947,1.752558708,middle-high
841,Jamaica,LAC,Latin America and Caribbean,2020,60,5.889800072,0.779058397,1.408289194,0.788434088,0.553124607,0.030147785,0.116268493,2.214436531,middle-high
842,South Korea,EA,East Asia,2020,61,5.872399807,1.245300651,1.133560538,1.022542596,0.25935635,0.094596282,0.170303866,1.946757078,middle-high
843,Japan,EA,East Asia,2020,62,5.870800018,1.26672411,1.332338691,1.072881341,0.495465875,0.181439638,0.03571178,1.486200333,middle-high
844,Peru,LAC,Latin America and Caribbean,2020,63,5.796800137,0.91854918,1.208405972,0.824444175,0.513210058,0.02703266,0.091611817,2.213499546,middle-high
845,Serbia,CEE,Central and Eastern Europe,2020,64,5.77820015,0.988181829,1.327448964,0.828403294,0.395428419,0.059447147,0.15028289,2.029040098,middle-high
846,Bolivia,LAC,Latin America and Caribbean,2020,65,5.747499943,0.730976343,1.142350554,0.662445664,0.5744645,0.072942637,0.138375074,2.425928593,middle-high
847,Pakistan,SA,South Asia,2020,66,5.69329977,0.616799474,0.872979581,0.469933242,0.405421734,0.122592121,0.228705063,2.976876736,middle-high
848,Paraguay,LAC,Latin America and Caribbean,2020,67,5.692100048,0.897990823,1.36819756,0.735869646,0.586510062,0.065077379,0.204299241,1.83412528,middle-high
849,Dominican Republic,LAC,Latin America and Caribbean,2020,68,5.689199924,0.983191848,1.328888893,0.741901696,0.5628739,0.115945682,0.112196781,1.844246864,middle-high
850,Bosnia and Herzegovina,CEE,Central and Eastern Europe,2020,69,5.674099922,0.91839546,1.203986526,0.813928187,0.305365741,0.001172487,0.264005244,2.16724205,middle-high
851,Moldova,CEE,Central and Eastern Europe,2020,70,5.607500076,0.707916796,1.237312198,0.713299453,0.389571488,0.014378744,0.174049184,2.370968342,middle-high
852,Tajikistan,CIS,Commonwealth of Independent States,2020,71,5.555699825,0.474874616,1.218377709,0.680594802,0.521141171,0.221779913,0.182417125,2.25650835,middle-high
853,Montenegro,CEE,Central and Eastern Europe,2020,72,5.54610014,1.010150075,1.265657902,0.839028895,0.303223848,0.098435111,0.14901033,1.880565882,middle-high
854,Russia,CIS,Commonwealth of Independent States,2020,73,5.546000004,1.126999617,1.378644109,0.68044591,0.399499595,0.045699362,0.099041916,1.815716743,middle-high
855,Kyrgyzstan,CIS,Commonwealth of Independent States,2020,74,5.541500092,0.513180971,1.341036677,0.680645883,0.614617765,0.030466691,0.30137074,2.060206652,middle-high
856,Belarus,CIS,Commonwealth of Independent States,2020,75,5.539899826,1.018854499,1.38713932,0.75258857,0.290755868,0.193607435,0.08993306,1.8069911,middle-high
857,North Cyprus,WE,Western Europe,2020,76,5.53550005,1.21279943,1.183089137,1.026124597,0.477885723,0.199802905,0.199160054,1.23668766,middle-high
858,Greece,WE,Western Europe,2020,77,5.514999866,1.128070116,1.168973565,0.979431748,0.173516348,0.048844352,0.0,2.016179085,middle-high
859,Hong Kong,EA,East Asia,2020,78,5.510399818,1.376746058,1.243584275,1.136630654,0.459356517,0.332485437,0.288280904,0.673293114,middle-high
860,Croatia,CEE,Central and Eastern Europe,2020,79,5.504700184,1.109024286,1.311264873,0.900575578,0.381456882,0.012325006,0.113998979,1.676029205,middle-high
861,Libya,MENA,Middle East and North Africa,2020,80,5.488800049,1.021913767,1.196283698,0.615626633,0.451354057,0.172258079,0.142757699,1.888563156,middle-low
862,Mongolia,EA,East Asia,2020,81,5.456200123,0.904872775,1.458930612,0.615788162,0.355703115,0.046533126,0.263885736,1.810527563,middle-low
863,Malaysia,SEA,Southeast Asia,2020,82,5.384300232,1.168421626,1.17400229,0.788511872,0.596941531,0.062163133,0.274886161,1.319420815,middle-low
864,Vietnam,SEA,Southeast Asia,2020,83,5.353499889,0.718092382,1.253074765,0.819133997,0.650835574,0.089848459,0.136488721,1.685977936,middle-low
865,Indonesia,SEA,Southeast Asia,2020,84,5.285600185,0.891720712,1.154800892,0.610437036,0.568161428,0.038278613,0.542646527,1.479573488,middle-low
866,Ivory Coast,SSA,Sub-Saharan Africa,2020,85,5.233300209,0.537094414,0.799727261,0.154942513,0.397122532,0.093495794,0.169915587,3.081022501,middle-low
867,Benin,SSA,Sub-Saharan Africa,2020,86,5.21600008,0.366244704,0.352428436,0.328062952,0.40583989,0.125931874,0.196670428,3.440809727,middle-low
868,Maldives,SA,South Asia,2020,87,5.197599888,0.937864304,1.402287602,0.914439559,0.548203647,0.071906492,0.224198252,1.098674774,middle-low
869,Congo (Brazzaville),SSA,Sub-Saharan Africa,2020,88,5.194399834,0.633616745,0.757636011,0.458101124,0.386514395,0.118670784,0.117216013,2.722619534,middle-low
870,Azerbaijan,CIS,Commonwealth of Independent States,2020,89,5.164800167,0.990272701,1.180613041,0.731134057,0.467734724,0.247307181,0.040113214,1.507632971,middle-low
871,Macedonia,CEE,Central and Eastern Europe,2020,90,5.159800053,0.935371995,1.183173537,0.802994132,0.410224587,0.024595059,0.18586354,1.617594957,middle-low
872,Ghana,SSA,Sub-Saharan Africa,2020,91,5.147999763,0.575862467,0.96636796,0.432162255,0.477290064,0.056570381,0.261291206,2.378437281,middle-low
873,Nepal,SA,South Asia,2020,92,5.137199879,0.444050372,1.100789309,0.66887939,0.480608255,0.127502963,0.300971806,2.014386892,middle-low
874,Turkey,MENA,Middle East and North Africa,2020,93,5.131800175,1.127169251,1.197159171,0.781335294,0.25440076,0.120983243,0.085885569,1.564816713,middle-low
875,China,EA,East Asia,2020,94,5.123899937,0.990533412,1.132080674,0.867248535,0.601605117,0.117255554,0.079021044,1.336181879,middle-low
876,Turkmenistan,CIS,Commonwealth of Independent States,2020,95,5.119100094,1.008963585,1.510476947,0.612448037,0.515236676,0.03350389,0.323129326,1.115337372,middle-low
877,Bulgaria,CEE,Central and Eastern Europe,2020,96,5.101500034,1.046554685,1.460578918,0.777776897,0.417820066,0.0,0.103833713,1.294961452,middle-low
878,Morocco,MENA,Middle East and North Africa,2020,97,5.094799995,0.75862211,0.645208478,0.745096922,0.450054139,0.077385604,0.040032551,2.378402472,middle-low
879,Cameroon,SSA,Sub-Saharan Africa,2020,98,5.084899902,0.503958046,0.89972645,0.270189553,0.439242482,0.054393422,0.198020101,2.719370842,middle-low
880,Venezuela,LAC,Latin America and Caribbean,2020,99,5.053199768,0.770238638,1.348546863,0.76702553,0.271717221,0.063624777,0.087179154,1.74484086,middle-low
881,Algeria,MENA,Middle East and North Africa,2020,100,5.005099773,0.943856001,1.143003583,0.745418549,0.083943799,0.129190654,0.118915014,1.840811729,middle-low
882,Senegal,SSA,Sub-Saharan Africa,2020,101,4.980800152,0.504061818,0.95459342,0.518391907,0.352400899,0.081865937,0.164397135,2.405123949,middle-low
883,Guinea,SSA,Sub-Saharan Africa,2020,102,4.949299812,0.390007734,0.75136596,0.333655238,0.371878058,0.112204559,0.249490842,2.740729809,middle-low
884,Niger,SSA,Sub-Saharan Africa,2020,103,4.909599781,0.108330332,0.703800142,0.298816353,0.435311615,0.137554765,0.208176896,3.017630577,middle-low
885,Laos,SEA,Southeast Asia,2020,104,4.888599873,0.714693844,0.987391889,0.486378282,0.612027287,0.194273964,0.27266711,1.621152639,middle-low
886,Albania,CEE,Central and Eastern Europe,2020,105,4.882699966,0.906653047,0.830483913,0.846329629,0.461945891,0.025361285,0.171027765,1.640897036,middle-low
887,Cambodia,SEA,Southeast Asia,2020,106,4.848400116,0.544634938,1.071426034,0.587904334,0.674940348,0.072837502,0.233342081,1.663300037,middle-low
888,Bangladesh,SA,South Asia,2020,107,4.832799911,0.556156278,0.868800581,0.694940507,0.604130566,0.176735908,0.176745117,1.755261898,middle-low
889,Gabon,SSA,Sub-Saharan Africa,2020,108,4.829299927,0.988044381,1.10639751,0.522574842,0.369459897,0.055804539,0.052013602,1.735027552,middle-low
890,South Africa,SSA,Sub-Saharan Africa,2020,109,4.814099789,0.902140439,1.259086251,0.407034069,0.43478182,0.05950214,0.126406848,1.625117302,middle-low
891,Iraq,MENA,Middle East and North Africa,2020,110,4.784800053,0.982018709,1.011466622,0.529350698,0.283588052,0.073164992,0.153002068,1.752173662,middle-low
892,Lebanon,MENA,Middle East and North Africa,2020,111,4.771500111,0.889232516,1.19249332,0.788671136,0.18551667,0.021518147,0.158524141,1.53554225,middle-low
893,Burkina Faso,SSA,Sub-Saharan Africa,2020,112,4.768700123,0.302467644,0.9293859,0.312833875,0.322398156,0.126408055,0.186390609,2.588826418,middle-low
894,Gambia,SSA,Sub-Saharan Africa,2020,113,4.750599861,0.256990552,0.882678688,0.353247881,0.403419524,0.158093795,0.425989687,2.270216465,middle-low
895,Mali,SSA,Sub-Saharan Africa,2020,114,4.729300022,0.352462649,0.97314173,0.234981522,0.377534449,0.062146276,0.16966705,2.559335232,middle-low
896,Nigeria,SSA,Sub-Saharan Africa,2020,115,4.724100113,0.645901859,0.986717939,0.167835936,0.435079455,0.047589935,0.221328124,2.219635487,middle-low
897,Armenia,CIS,Commonwealth of Independent States,2020,116,4.676799774,0.808262408,1.034576893,0.77585727,0.378075808,0.104618184,0.107225738,1.468161583,middle-low
898,Georgia,CIS,Commonwealth of Independent States,2020,117,4.672599792,0.847198069,0.7311939,0.694657624,0.485494107,0.174088076,0.047609735,1.69239831,middle-low
899,Iran,MENA,Middle East and North Africa,2020,118,4.672399998,1.029322505,0.886271179,0.749053836,0.301195472,0.142651513,0.27697894,1.286969423,middle-low
900,Jordan,MENA,Middle East and North Africa,2020,119,4.633399963,0.785179198,1.140118599,0.777624726,0.424855083,0.151878625,0.091494769,1.262258053,middle-low
901,Mozambique,SSA,Sub-Saharan Africa,2020,120,4.623600006,0.178741366,0.955202878,0.324223638,0.56077534,0.163064316,0.220422104,2.221216202,middle-low
902,Kenya,SSA,Sub-Saharan Africa,2020,121,4.583000183,0.476413399,0.905077755,0.536312759,0.519180536,0.067201078,0.393902093,1.684904575,middle-low
903,Namibia,SSA,Sub-Saharan Africa,2020,122,4.571100235,0.84008199,1.245738149,0.40687117,0.444598973,0.054320343,0.076454483,1.503033161,middle-low
904,Ukraine,CEE,Central and Eastern Europe,2020,123,4.56069994,0.780434608,1.321316481,0.698674381,0.319423705,0.00965116,0.178551316,1.252669334,middle-low
905,Liberia,SSA,Sub-Saharan Africa,2020,124,4.557899952,0.174103007,0.920733929,0.392284274,0.405943096,0.051139876,0.226967871,2.386757851,middle-low
906,Palestinian Territories,MENA,Middle East and North Africa,2020,125,4.552800179,0.587819219,1.194755554,0.613826573,0.29870075,0.071913652,0.091816261,1.693985701,middle-low
907,Uganda,SSA,Sub-Saharan Africa,2020,126,4.43200016,0.312337428,1.052327394,0.378311664,0.401682556,0.063818842,0.264807373,1.958671093,middle-low
908,Chad,SSA,Sub-Saharan Africa,2020,127,4.422699928,0.302287489,0.739118278,0.1087441,0.228601769,0.085755408,0.210805088,2.74742651,middle-low
909,Tunisia,MENA,Middle East and North Africa,2020,128,4.392199993,0.874742687,0.872167706,0.781156719,0.235860556,0.043899573,0.055881143,1.528496742,middle-low
910,Mauritania,SSA,Sub-Saharan Africa,2020,129,4.374599934,0.539684892,1.113323569,0.425184816,0.185714483,0.122257635,0.128899664,1.85955739,middle-low
911,Sri Lanka,SA,South Asia,2020,130,4.327000141,0.897986948,1.19494009,0.792036712,0.528632462,0.049444564,0.252666146,0.611288548,middle-low
912,Congo (Kinshasa),SSA,Sub-Saharan Africa,2020,131,4.31099987,0.062487468,0.833055019,0.277212054,0.36462298,0.081466645,0.254324883,2.437864304,middle-low
913,Swaziland,SSA,Sub-Saharan Africa,2020,132,4.308100224,0.827539742,1.064835191,0.215585828,0.299935788,0.146765873,0.067264833,1.686207294,middle-low
914,Myanmar,SEA,Southeast Asia,2020,133,4.308000088,0.67809093,1.098178267,0.495443076,0.597478867,0.187530354,0.569813728,0.681462526,middle-low
915,Comoros,SSA,Sub-Saharan Africa,2020,134,4.288599968,0.415620774,0.723232806,0.437383324,0.181028232,0.100048535,0.258538276,2.17276907,middle-low
916,Togo,SSA,Sub-Saharan Africa,2020,135,4.187200069,0.268116266,0.547622859,0.342731178,0.303539038,0.114826456,0.200774252,2.409595251,middle-low
917,Ethiopia,SSA,Sub-Saharan Africa,2020,136,4.186200142,0.315125644,1.001103282,0.483846247,0.41256687,0.117437035,0.227698103,1.628459215,middle-low
918,Madagascar,SSA,Sub-Saharan Africa,2020,137,4.165599823,0.244553208,0.823694348,0.500617027,0.192967549,0.076248638,0.191190064,2.136298418,middle-low
919,Egypt,MENA,Middle East and North Africa,2020,138,4.151400089,0.875228941,0.982539535,0.596911311,0.373684734,0.095461793,0.068801254,1.158818245,middle-low
920,Sierra Leone,SSA,Sub-Saharan Africa,2020,139,3.926399946,0.240560383,0.747984946,0.203953966,0.382027686,0.047940936,0.257647008,2.046271801,low
921,Burundi,SSA,Sub-Saharan Africa,2020,140,3.775300026,0.0,0.403575271,0.295212835,0.275399059,0.212186828,0.187401786,2.401507378,low
922,Zambia,SSA,Sub-Saharan Africa,2020,141,3.759399891,0.536833763,0.896037281,0.36359334,0.49131754,0.086705238,0.250620902,1.134339333,low
923,Haiti,LAC,Latin America and Caribbean,2020,142,3.720799923,0.284734428,0.646671355,0.37436673,0.169297516,0.161935672,0.463909656,1.619916916,low
924,Lesotho,SSA,Sub-Saharan Africa,2020,143,3.652800083,0.45493874,1.088940024,0.100934811,0.409367532,0.050483823,0.102627642,1.445513964,low
925,India,SA,South Asia,2020,144,3.573299885,0.730576158,0.644198656,0.54057014,0.581142247,0.105587982,0.237072483,0.734130859,low
926,Malawi,SSA,Sub-Saharan Africa,2020,145,3.538000107,0.176534727,0.53036809,0.446163297,0.487389833,0.131633952,0.213185057,1.552718282,low
927,Yemen,MENA,Middle East and North Africa,2020,146,3.527400017,0.392701775,1.177477121,0.41500017,0.243721485,0.087352127,0.094689012,1.116472721,low
928,Botswana,SSA,Sub-Saharan Africa,2020,147,3.478899956,0.997548997,1.08569479,0.494101733,0.50908941,0.101786368,0.033407487,0.257240534,low
929,Tanzania,SSA,Sub-Saharan Africa,2020,148,3.476200104,0.457163125,0.872674644,0.442677855,0.509343088,0.203880861,0.27154091,0.718963385,low
930,Central African Republic,SSA,Sub-Saharan Africa,2020,149,3.475899935,0.041072082,0.0,0.0,0.292814463,0.028264718,0.253513217,2.860197544,low
931,Rwanda,SSA,Sub-Saharan Africa,2020,150,3.312299967,0.343242675,0.522876322,0.572383285,0.604087889,0.485542476,0.235704988,0.548444986,low
932,Zimbabwe,SSA,Sub-Saharan Africa,2020,151,3.299200058,0.425564021,1.047835231,0.375037611,0.37740472,0.080928579,0.151349187,0.841031075,low
933,South Sudan,SSA,Sub-Saharan Africa,2020,152,2.816600084,0.289082974,0.553278506,0.208809033,0.065609254,0.111156799,0.209934607,1.378751278,low
934,Afghanistan,SA,South Asia,2020,153,2.566900015,0.30070585,0.356433839,0.266051531,0.0,0.001225785,0.135234714,1.507235646,low
935,Finland,WE,Western Europe,2021,1,7.842,1.446,1.106,0.741,0.691,0.481,0.124,3.253,high
936,Denmark,WE,Western Europe,2021,2,7.62,1.502,1.108,0.763,0.686,0.485,0.208,2.868,high
937,Switzerland,WE,Western Europe,2021,3,7.571,1.566,1.079,0.816,0.653,0.413,0.204,2.839,high
938,Iceland,WE,Western Europe,2021,4,7.554,1.482,1.172,0.772,0.698,0.17,0.293,2.967,high
939,Netherlands,WE,Western Europe,2021,5,7.464,1.501,1.079,0.753,0.647,0.384,0.302,2.798,high
940,Norway,WE,Western Europe,2021,6,7.392,1.543,1.108,0.782,0.703,0.427,0.249,2.58,high
941,Sweden,WE,Western Europe,2021,7,7.363,1.478,1.062,0.763,0.685,0.448,0.244,2.683,high
942,Luxembourg,WE,Western Europe,2021,8,7.324,1.751,1.003,0.76,0.639,0.353,0.166,2.653,high
943,New Zealand,NAANZ,North America and ANZ,2021,9,7.277,1.4,1.094,0.785,0.665,0.445,0.276,2.612,high
944,Austria,WE,Western Europe,2021,10,7.268,1.492,1.062,0.782,0.64,0.292,0.215,2.784,high
945,Australia,NAANZ,North America and ANZ,2021,11,7.183,1.453,1.076,0.801,0.647,0.317,0.291,2.598,high
946,Israel,MENA,Middle East and North Africa,2021,12,7.157,1.376,1.074,0.788,0.509,0.119,0.208,3.083,high
947,Germany,WE,Western Europe,2021,13,7.155,1.48,0.993,0.757,0.6,0.306,0.195,2.824,high
948,Canada,NAANZ,North America and ANZ,2021,14,7.103,1.447,1.044,0.798,0.648,0.335,0.246,2.585,high
949,Ireland,WE,Western Europe,2021,15,7.085,1.644,1.092,0.753,0.606,0.367,0.238,2.384,high
950,Costa Rica,LAC,Latin America and Caribbean,2021,16,7.069,1.134,0.966,0.722,0.673,0.083,0.105,3.387,high
951,United Kingdom,WE,Western Europe,2021,17,7.064,1.423,1.062,0.757,0.58,0.306,0.34,2.596,high
952,Czech Republic,CEE,Central and Eastern Europe,2021,18,6.965,1.37,1.09,0.703,0.58,0.046,0.052,3.124,middle-high
953,United States,NAANZ,North America and ANZ,2021,19,6.951,1.533,1.03,0.621,0.554,0.154,0.252,2.807,middle-high
954,Belgium,WE,Western Europe,2021,20,6.834,1.463,0.998,0.747,0.489,0.187,0.088,2.862,middle-high
955,France,WE,Western Europe,2021,21,6.69,1.421,1.081,0.804,0.536,0.235,0.092,2.521,middle-high
956,Bahrain,MENA,Middle East and North Africa,2021,22,6.647,1.409,0.899,0.662,0.661,0.139,0.246,2.631,middle-high
957,Malta,WE,Western Europe,2021,23,6.602,1.411,1.055,0.747,0.664,0.183,0.275,2.268,middle-high
958,Taiwan Province of China,SA,South Asia,2021,24,6.584,1.48,0.982,0.665,0.49,0.139,0.142,2.687,middle-high
959,United Arab Emirates,MENA,Middle East and North Africa,2021,25,6.561,1.555,0.86,0.594,0.67,0.223,0.236,2.422,middle-high
960,Saudi Arabia,MENA,Middle East and North Africa,2021,26,6.494,1.435,0.964,0.571,0.603,0.163,0.09,2.668,middle-high
961,Spain,WE,Western Europe,2021,27,6.491,1.375,1.057,0.826,0.462,0.124,0.135,2.513,middle-high
962,Italy,WE,Western Europe,2021,28,6.483,1.393,0.94,0.798,0.379,0.047,0.133,2.794,middle-high
963,Slovenia,CEE,Central and Eastern Europe,2021,29,6.461,1.36,1.093,0.722,0.69,0.085,0.122,2.388,middle-high
964,Guatemala,LAC,Latin America and Caribbean,2021,30,6.435,0.845,0.79,0.519,0.638,0.105,0.163,3.375,middle-high
965,Uruguay,LAC,Latin America and Caribbean,2021,31,6.431,1.164,1.042,0.649,0.625,0.223,0.128,2.6,middle-high
966,Singapore,SEA,Southeast Asia,2021,32,6.377,1.695,1.019,0.897,0.664,0.547,0.176,1.379,middle-high
967,Kosovo,CEE,Central and Eastern Europe,2021,33,6.372,0.937,0.807,0.483,0.593,0.014,0.356,3.182,middle-high
968,Slovakia,CEE,Central and Eastern Europe,2021,34,6.331,1.304,1.066,0.653,0.468,0.018,0.107,2.714,middle-high
969,Brazil,LAC,Latin America and Caribbean,2021,35,6.33,1.028,0.944,0.571,0.514,0.117,0.142,3.015,middle-high
970,Mexico,LAC,Latin America and Caribbean,2021,36,6.317,1.126,0.83,0.634,0.585,0.089,0.092,2.961,middle-high
971,Jamaica,LAC,Latin America and Caribbean,2021,37,6.309,0.891,0.932,0.599,0.618,0.035,0.099,3.135,middle-high
972,Lithuania,CEE,Central and Eastern Europe,2021,38,6.255,1.35,1.065,0.612,0.476,0.073,0.056,2.624,middle-high
973,Cyprus,WE,Western Europe,2021,39,6.223,1.377,0.765,0.801,0.464,0.061,0.178,2.578,middle-high
974,Estonia,CEE,Central and Eastern Europe,2021,40,6.189,1.344,1.079,0.64,0.641,0.263,0.119,2.103,middle-high
975,Panama,LAC,Latin America and Caribbean,2021,41,6.18,1.298,0.976,0.667,0.596,0.053,0.079,2.509,middle-high
976,Uzbekistan,CIS,Commonwealth of Independent States,2021,42,6.179,0.769,1.027,0.528,0.716,0.271,0.391,2.477,middle-high
977,Chile,LAC,Latin America and Caribbean,2021,43,6.172,1.2,0.946,0.678,0.438,0.07,0.159,2.682,middle-high
978,Poland,CEE,Central and Eastern Europe,2021,44,6.166,1.309,0.982,0.668,0.558,0.13,0.08,2.438,middle-high
979,Kazakhstan,CIS,Commonwealth of Independent States,2021,45,6.152,1.23,1.103,0.527,0.573,0.132,0.143,2.446,middle-high
980,Romania,CEE,Central and Eastern Europe,2021,46,6.14,1.275,0.832,0.595,0.564,0.001,0.045,2.83,middle-high
981,Kuwait,MENA,Middle East and North Africa,2021,47,6.106,1.461,0.857,0.58,0.591,0.13,0.12,2.368,middle-high
982,Serbia,CEE,Central and Eastern Europe,2021,48,6.078,1.101,0.924,0.634,0.482,0.066,0.189,2.682,middle-high
983,El Salvador,LAC,Latin America and Caribbean,2021,49,6.061,0.845,0.675,0.565,0.615,0.16,0.116,3.085,middle-high
984,Mauritius,SSA,Sub-Saharan Africa,2021,50,6.049,1.178,0.996,0.574,0.59,0.096,0.153,2.462,middle-high
985,Latvia,CEE,Central and Eastern Europe,2021,51,6.032,1.285,1.047,0.587,0.405,0.089,0.082,2.536,middle-high
986,Colombia,LAC,Latin America and Caribbean,2021,52,6.012,1.021,0.866,0.615,0.554,0.063,0.1,2.794,middle-high
987,Hungary,CEE,Central and Eastern Europe,2021,53,5.992,1.301,1.083,0.615,0.454,0.04,0.067,2.432,middle-high
988,Thailand,SEA,Southeast Asia,2021,54,5.985,1.107,0.957,0.596,0.611,0.028,0.375,2.309,middle-high
989,Nicaragua,LAC,Latin America and Caribbean,2021,55,5.972,0.693,0.904,0.604,0.553,0.176,0.201,2.841,middle-high
990,Japan,EA,East Asia,2021,56,5.94,1.389,0.949,0.838,0.504,0.192,0.02,2.048,middle-high
991,Argentina,LAC,Latin America and Caribbean,2021,57,5.929,1.162,0.98,0.646,0.544,0.067,0.069,2.461,middle-high
992,Portugal,WE,Western Europe,2021,57,5.929,1.323,0.939,0.76,0.621,0.033,0.029,2.225,middle-high
993,Honduras,LAC,Latin America and Caribbean,2021,59,5.919,0.703,0.787,0.593,0.578,0.083,0.241,2.934,middle-high
994,Croatia,CEE,Central and Eastern Europe,2021,60,5.882,1.251,1.039,0.703,0.453,0.0,0.111,2.325,middle-high
995,Philippines,SEA,Southeast Asia,2021,61,5.88,0.853,0.828,0.426,0.651,0.126,0.125,2.872,middle-high
996,South Korea,EA,East Asia,2021,62,5.845,1.403,0.758,0.801,0.353,0.135,0.134,2.262,middle-high
