,country,region_id,region,Year,happiness_rank,happiness_score,economy_GDP_per_capita,family,health_life_expectancy,freedom,trust_government_corruption,generosity,dystopia_residual,happiness_category,Component 1,Component 2,Component 3,Segment K-means PCA,Segment
147,Central African Republic,SSA,Sub-Saharan Africa,2015,148,3.678,0.0785,0,0.06699,0.48879,0.08289,0.23835,2.7223,low,3.92018347,1.812406823,1.153149458,1,low
148,Chad,SSA,Sub-Saharan Africa,2015,149,3.667,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.94296,low,3.28163896,0.037816487,-0.083137813,1,low
149,Guinea,SSA,Sub-Saharan Africa,2015,150,3.656,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99172,low,3.097619442,1.492649759,0.169807972,1,low
150,Ivory Coast,SSA,Sub-Saharan Africa,2015,151,3.655,0.46534,0.77115,0.15185,0.46866,0.17922,0.20165,1.41723,low,2.285091746,1.163581366,0.778806475,1,low
151,Burkina Faso,SSA,Sub-Saharan Africa,2015,152,3.587,0.25812,0.85188,0.27125,0.39493,0.12832,0.21747,1.46494,low,2.499577703,0.800874292,0.065995047,1,low
152,Afghanistan,SA,South Asia,2015,153,3.575,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,1.9521,low,3.410466268,1.529597328,-0.314046984,1,low
153,Rwanda,SSA,Sub-Saharan Africa,2015,154,3.465,0.22208,0.7737,0.42864,0.59201,0.55191,0.22628,0.67042,low,0.869991384,3.131871418,2.259762293,1,low
154,Benin,SSA,Sub-Saharan Africa,2015,155,3.34,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.63328,low,3.010070452,0.874913116,0.869450464,1,low
155,Syria,MENA,Middle East and North Africa,2015,156,3.006,0.6632,0.47489,0.72193,0.15684,0.18906,0.47179,0.32858,low,2.22574091,1.753578731,-0.926718363,1,low
156,Burundi,SSA,Sub-Saharan Africa,2015,157,2.905,0.0153,0.41587,0.22396,0.1185,0.10062,0.19727,1.83302,low,4.362686557,0.428587643,0.230354147,1,low
157,Togo,SSA,Sub-Saharan Africa,2015,158,2.839,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681,1.56726,low,3.84109249,0.868926361,1.225981429,1,low
158,Denmark,WE,Western Europe,2016,1,7.526,1.44178,1.16374,0.79504,0.57941,0.44453,0.36171,2.73939,high,-3.081863482,2.158346976,0.59727309,0,high
159,Switzerland,WE,Western Europe,2016,2,7.509,1.52733,1.14524,0.86303,0.58557,0.41203,0.28083,2.69463,high,-3.163974316,1.447602358,0.918094476,0,high
160,Iceland,WE,Western Europe,2016,3,7.501,1.42666,1.18326,0.86733,0.56624,0.14975,0.47678,2.83137,high,-2.491521056,1.421077927,-1.497052459,0,high
161,Norway,WE,Western Europe,2016,4,7.498,1.57744,1.1269,0.79579,0.59609,0.35776,0.37895,2.66465,high,-2.99390787,1.868273004,0.239664446,0,high
162,Finland,WE,Western Europe,2016,5,7.413,1.40598,1.13464,0.81091,0.57104,0.41004,0.25492,2.82596,high,-2.837853747,1.366093208,1.027992833,0,high
163,Canada,NAANZ,North America and ANZ,2016,6,7.404,1.44015,1.0961,0.8276,0.5737,0.31329,0.44834,2.70485,high,-2.701654272,2.097739994,-0.411756229,0,high
164,Netherlands,WE,Western Europe,2016,7,7.339,1.46468,1.02912,0.81231,0.55211,0.29927,0.47416,2.70749,high,-2.517254485,2.193718894,-0.528241184,0,high
165,New Zealand,NAANZ,North America and ANZ,2016,8,7.334,1.36066,1.17278,0.83096,0.58147,0.41904,0.49401,2.47553,high,-2.989577596,2.84897058,-0.305744562,0,high
166,Australia,NAANZ,North America and ANZ,2016,9,7.313,1.44443,1.10476,0.8512,0.56837,0.32331,0.47407,2.5465,high,-2.744240991,2.258014208,-0.53588751,0,high
167,Sweden,WE,Western Europe,2016,10,7.291,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734,high,-2.89096602,2.149065122,0.420850081,0,high
168,Israel,MENA,Middle East and North Africa,2016,11,7.267,1.33766,0.99537,0.84917,0.36432,0.08728,0.32288,3.31029,high,-1.355783888,-0.03642483,-0.982720893,2,medium
169,Austria,WE,Western Europe,2016,12,7.119,1.45038,1.08383,0.80565,0.54355,0.21348,0.32865,2.69343,high,-2.158445751,0.888221378,-0.216552097,0,high
170,United States,NAANZ,North America and ANZ,2016,13,7.104,1.50796,1.04782,0.779,0.48163,0.14868,0.41077,2.72782,high,-1.850201578,0.976746976,-0.957287638,0,high
171,Costa Rica,LAC,Latin America and Caribbean,2016,14,7.087,1.06879,1.02152,0.76146,0.55225,0.10547,0.22553,3.35168,high,-1.299954563,0.069160224,-0.19397128,2,medium
172,Puerto Rico,LAC,Latin America and Caribbean,2016,15,7.039,1.35943,1.08113,0.77758,0.46823,0.12275,0.22202,3.0076,high,-1.527443678,-0.257310422,-0.178101446,2,medium
173,Germany,WE,Western Europe,2016,16,6.994,1.44787,1.09774,0.81487,0.53466,0.28551,0.30452,2.50931,middle-high,-2.284539449,1.032979931,0.213826066,0,high
174,Brazil,LAC,Latin America and Caribbean,2016,17,6.952,1.08754,1.03938,0.61415,0.40425,0.14166,0.15776,3.50733,middle-high,-0.729618116,-0.388101973,0.217211934,2,medium
175,Belgium,WE,Western Europe,2016,18,6.929,1.42539,1.05249,0.81959,0.51354,0.26248,0.2424,2.61355,middle-high,-2.054836054,0.548033946,0.470500799,0,high
176,Ireland,WE,Western Europe,2016,19,6.907,1.48341,1.16157,0.81455,0.54008,0.29754,0.44963,2.15988,middle-high,-2.463208117,1.912990108,-0.587073853,0,high
177,Luxembourg,WE,Western Europe,2016,20,6.871,1.69752,1.03999,0.84542,0.5487,0.35329,0.27571,2.11055,middle-high,-2.665085305,1.090647207,0.885654123,0,high
178,Mexico,LAC,Latin America and Caribbean,2016,21,6.778,1.11508,0.7146,0.71143,0.37709,0.18355,0.11735,3.55906,middle-high,-0.504711554,-0.369338145,1.016771218,2,medium
179,Singapore,SEA,Southeast Asia,2016,22,6.739,1.64555,0.86758,0.94719,0.4877,0.46987,0.32706,1.99375,middle-high,-2.716030331,1.849186573,1.22231137,0,high
180,United Kingdom,WE,Western Europe,2016,23,6.725,1.40283,1.08672,0.80991,0.50036,0.27399,0.50156,2.14999,middle-high,-2.07576212,2.132235845,-0.954596431,0,high
181,Chile,LAC,Latin America and Caribbean,2016,24,6.705,1.2167,0.90587,0.81883,0.37789,0.11451,0.31595,2.95505,middle-high,-0.917290116,0.235099775,-0.683503613,2,medium
182,Panama,LAC,Latin America and Caribbean,2016,25,6.701,1.18306,0.98912,0.70835,0.48927,0.08423,0.2418,3.00559,middle-high,-0.919082878,-0.044501263,-0.3231254,2,medium
183,Argentina,LAC,Latin America and Caribbean,2016,26,6.65,1.15137,1.06612,0.69711,0.42284,0.07296,0.10989,3.12985,middle-high,-0.696294262,-1.066174899,0.133853842,2,medium
184,Czech Republic,CEE,Central and Eastern Europe,2016,27,6.596,1.30915,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211,middle-high,-0.782164051,-1.393323038,0.139341098,2,medium
185,United Arab Emirates,MENA,Middle East and North Africa,2016,28,6.573,1.57352,0.87114,0.72993,0.56215,0.35561,0.26591,2.21507,middle-high,-2.023822883,1.363861522,1.243743532,0,high
186,Uruguay,LAC,Latin America and Caribbean,2016,29,6.545,1.18157,1.03143,0.72183,0.54388,0.21394,0.18056,2.67139,middle-high,-1.347840353,0.252850306,0.625446073,2,medium
187,Malta,WE,Western Europe,2016,30,6.488,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237,1.99032,middle-high,-1.767068415,2.212219867,-1.718852521,0,high
188,Colombia,LAC,Latin America and Caribbean,2016,31,6.481,1.03032,1.02169,0.59659,0.44735,0.05399,0.15626,3.17471,middle-high,-0.286038714,-0.6324683,-0.090321882,2,medium
189,France,WE,Western Europe,2016,32,6.478,1.39488,1.00508,0.83795,0.46562,0.17808,0.1216,2.4744,middle-high,-1.427730647,-0.626978631,0.730067814,2,medium
190,Thailand,SEA,Southeast Asia,2016,33,6.474,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796,middle-high,-0.702090504,1.862037271,-2.531889168,0,high
191,Saudi Arabia,MENA,Middle East and North Africa,2016,34,6.379,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457,2.61482,middle-high,-0.962703602,0.223410991,1.425638182,2,medium
192,Taiwan Province of China,SA,South Asia,2016,34,6.379,1.39729,0.92624,0.79565,0.32377,0.0663,0.25495,2.61523,middle-high,-0.667691705,-0.544927991,-0.571476469,2,medium
193,Qatar,MENA,Middle East and North Africa,2016,36,6.375,1.82427,0.87964,0.71723,0.56679,0.48049,0.32388,1.58224,middle-high,-2.529966237,2.174399841,1.629438468,0,high
194,Spain,WE,Western Europe,2016,37,6.361,1.34253,1.12945,0.87896,0.37545,0.06137,0.17665,2.39663,middle-high,-1.069915864,-1.120060926,-0.465080887,2,medium
195,Algeria,MENA,Middle East and North Africa,2016,38,6.355,1.05266,0.83309,0.61804,0.21006,0.16157,0.07044,3.40904,middle-high,0.237868836,-1.082316187,0.811335195,2,medium
196,Guatemala,LAC,Latin America and Caribbean,2016,39,6.324,0.83454,0.87119,0.54039,0.50379,0.08701,0.28808,3.19863,middle-high,-0.002857101,0.693009544,-0.404628964,2,medium
197,Suriname,LAC,Latin America and Caribbean,2016,40,6.269,1.09686,0.77866,0.50933,0.52234,0.12692,0.16665,3.06852,middle-high,-0.17040518,0.150479791,0.743574125,2,medium
198,Kuwait,MENA,Middle East and North Africa,2016,41,6.239,1.61714,0.87758,0.63569,0.43166,0.23669,0.15965,2.28085,middle-high,-1.109272477,-0.03527749,1.171504226,2,medium
199,Bahrain,MENA,Middle East and North Africa,2016,42,6.218,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147,2.27405,middle-high,-1.190576468,0.242945431,1.075796164,2,medium
200,Trinidad and Tobago,LAC,Latin America and Caribbean,2016,43,6.168,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935,2.51394,middle-high,-0.328255208,0.198217979,-0.876800932,2,medium
201,Venezuela,LAC,Latin America and Caribbean,2016,44,6.084,1.13367,1.03302,0.61904,0.19847,0.08304,0.0425,2.97468,middle-high,0.273166128,-1.809298421,0.341241114,2,medium
202,Slovakia,CEE,Central and Eastern Europe,2016,45,6.078,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837,2.61065,middle-high,-0.078322431,-1.578269213,-0.440765222,2,medium
203,El Salvador,LAC,Latin America and Caribbean,2016,46,6.068,0.8737,0.80975,0.596,0.37269,0.10613,0.08877,3.22134,middle-high,0.377323068,-0.733596734,0.664424913,2,medium
204,Malaysia,SEA,Southeast Asia,2016,47,6.005,1.25142,0.88025,0.62366,0.39031,0.09081,0.41474,2.35384,middle-high,-0.261096054,0.94383908,-1.107455618,2,medium
205,Nicaragua,LAC,Latin America and Caribbean,2016,48,5.992,0.69384,0.89521,0.65213,0.46582,0.16292,0.29773,2.82428,middle-high,-0.056617402,0.964212955,-0.318254527,2,medium
206,Uzbekistan,CIS,Commonwealth of Independent States,2016,49,5.987,0.73591,1.1681,0.50163,0.60848,0.28333,0.34326,2.34638,middle-high,-0.787617547,2.01903314,-0.081080113,0,high
207,Italy,WE,Western Europe,2016,50,5.977,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684,2.34918,middle-high,-0.235386936,-1.66527579,-0.679011158,2,medium
208,Ecuador,LAC,Latin America and Caribbean,2016,51,5.976,0.97306,0.85974,0.68613,0.4027,0.18037,0.10074,2.77366,middle-high,-0.171367222,-0.425078198,0.903029858,2,medium
209,Belize,LAC,Latin America and Caribbean,2016,52,5.956,0.87616,0.68655,0.45569,0.51231,0.10771,0.23684,3.08039,middle-high,0.443791939,0.692479395,0.337671506,1,low
210,Japan,EA,East Asia,2016,53,5.921,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224,1.80584,middle-high,-1.400575311,-0.779377318,0.777223587,2,medium
211,Kazakhstan,CIS,Commonwealth of Independent States,2016,54,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2.49325,middle-high,-0.166457674,-0.52241986,0.370534014,2,medium
212,Moldova,CEE,Central and Eastern Europe,2016,55,5.897,0.69177,0.83132,0.52309,0.25202,0.01903,0.19997,3.38007,middle-high,1.196179515,-0.580303373,-0.576759744,1,low
213,Russia,CIS,Commonwealth of Independent States,2016,56,5.856,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736,2.59115,middle-high,0.136335086,-1.86076639,0.432051397,2,medium
214,Poland,CEE,Central and Eastern Europe,2016,57,5.835,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,2.20035,middle-high,-0.433904397,-0.886264784,0.009276279,2,medium
215,South Korea,EA,East Asia,2016,57,5.835,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824,2.35015,middle-high,-0.149925666,-0.966240161,-0.021041563,2,medium
216,Bolivia,LAC,Latin America and Caribbean,2016,59,5.822,0.79422,0.83779,0.4697,0.50961,0.07746,0.21698,2.91635,middle-high,0.473579224,0.351176098,0.04290168,2,medium
217,Lithuania,CEE,Central and Eastern Europe,2016,60,5.813,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025,2.60525,middle-high,0.359534836,-2.364727068,0.157511481,2,medium
218,Belarus,CIS,Commonwealth of Independent States,2016,61,5.802,1.13062,1.04993,0.63104,0.29091,0.17457,0.13942,2.38582,middle-high,-0.124856859,-0.624371586,0.345357696,2,medium
219,North Cyprus,WE,Western Europe,2016,62,5.771,1.31141,0.81826,0.84142,0.43596,0.16578,0.26322,1.93447,middle-high,-0.778419098,0.289550465,0.11443312,2,medium
220,Slovenia,CEE,Central and Eastern Europe,2016,63,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,1.79522,middle-high,-0.842723979,-0.236904743,-0.632796301,2,medium
221,Peru,LAC,Latin America and Caribbean,2016,64,5.743,0.99602,0.81255,0.62994,0.37502,0.05292,0.14527,2.73117,middle-high,0.43297683,-0.714387417,0.154051158,2,medium
222,Turkmenistan,CIS,Commonwealth of Independent States,2016,65,5.658,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567,2.21489,middle-high,-0.144166186,0.786334017,0.628398738,2,medium
223,Mauritius,SSA,Sub-Saharan Africa,2016,66,5.648,1.14372,0.75695,0.66189,0.46145,0.05203,0.36951,2.20223,middle-high,0.036545578,0.76540844,-0.821224357,2,medium
224,Libya,MENA,Middle East and North Africa,2016,67,5.615,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087,2.39374,middle-high,0.242511277,-0.295634181,0.201055467,2,medium
225,Latvia,CEE,Central and Eastern Europe,2016,68,5.56,1.21788,0.95025,0.63952,0.27996,0.0889,0.17445,2.20859,middle-high,0.219749383,-0.798092202,-0.071705496,2,medium
226,Cyprus,WE,Western Europe,2016,69,5.546,1.31857,0.70697,0.8488,0.29507,0.05228,0.27906,2.04497,middle-high,0.03165589,-0.364819489,-0.531291965,2,medium
227,Paraguay,LAC,Latin America and Caribbean,2016,70,5.538,0.89373,1.11111,0.58295,0.46235,0.07396,0.25296,2.16091,middle-high,0.06465569,0.10506729,-0.649704952,2,medium
228,Romania,CEE,Central and Eastern Europe,2016,71,5.528,1.1697,0.72803,0.67602,0.36712,0.00679,0.12889,2.45184,middle-high,0.505005529,-1.100633055,0.196542695,2,medium
229,Estonia,CEE,Central and Eastern Europe,2016,72,5.517,1.27964,1.05163,0.68098,0.41511,0.18519,0.08423,1.81985,middle-high,-0.53288387,-0.748752852,0.915531382,2,medium
230,Jamaica,LAC,Latin America and Caribbean,2016,73,5.51,0.89333,0.96372,0.59469,0.43597,0.04294,0.22245,2.35682,middle-high,0.381063782,-0.181520899,-0.458828796,2,medium
231,Croatia,CEE,Central and Eastern Europe,2016,74,5.488,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434,2.52462,middle-low,0.777061908,-0.847715164,0.028422508,2,medium
232,Hong Kong,EA,East Asia,2016,75,5.458,1.5107,0.87021,0.95277,0.48079,0.31647,0.40097,0.92614,middle-low,-1.65479391,1.668672758,0.078804992,0,high
233,Somalia,SSA,Sub-Saharan Africa,2016,76,5.44,0,0.33613,0.11466,0.56778,0.3118,0.27225,3.83772,middle-low,1.964513048,2.9461985,1.523020583,1,low
234,Kosovo,CEE,Central and Eastern Europe,2016,77,5.401,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2.80998,middle-low,1.46535785,-0.11365664,-0.603259371,1,low
235,Turkey,MENA,Middle East and North Africa,2016,78,5.389,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707,2.29074,middle-low,0.484084991,-1.42686921,0.808186322,2,medium
236,Indonesia,SEA,Southeast Asia,2016,79,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,2.03171,middle-low,0.749723973,1.740137735,-2.349673605,1,low
237,Jordan,MENA,Middle East and North Africa,2016,80,5.303,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,2.20142,middle-low,0.44447702,-0.409245872,0.478976982,2,medium
238,Azerbaijan,CIS,Commonwealth of Independent States,2016,81,5.291,1.12373,0.76042,0.54504,0.35327,0.17914,0.0564,2.2735,middle-low,0.492542793,-0.667831416,1.398690076,2,medium
239,Philippines,SEA,Southeast Asia,2016,82,5.279,0.81217,0.87877,0.47036,0.54854,0.11757,0.21674,2.23484,middle-low,0.456194727,0.587633089,0.254842848,2,medium
240,China,EA,East Asia,2016,83,5.245,1.0278,0.79381,0.73561,0.44012,0.02745,0.04959,2.17087,middle-low,0.403192019,-1.352096443,0.641924777,2,medium
241,Bhutan,SA,South Asia,2016,84,5.196,0.8527,0.90836,0.49759,0.46074,0.1616,0.48546,1.82916,middle-low,0.338043631,2.148011072,-1.171699785,1,low
242,Kyrgyzstan,CIS,Commonwealth of Independent States,2016,85,5.185,0.56044,0.95434,0.55449,0.40212,0.04762,0.38432,2.28136,middle-low,0.947297129,0.951320888,-1.466481939,1,low
243,Serbia,CEE,Central and Eastern Europe,2016,86,5.177,1.03437,0.81329,0.6458,0.15718,0.04339,0.20737,2.27539,middle-low,1.10787408,-0.888171085,-0.511921567,2,medium
244,Bosnia and Herzegovina,CEE,Central and Eastern Europe,2016,87,5.163,0.93383,0.64367,0.70766,0.09511,0,0.29889,2.48406,middle-low,1.513011295,-0.555345163,-1.141643858,1,low
245,Montenegro,CEE,Central and Eastern Europe,2016,88,5.161,1.07838,0.74173,0.63533,0.15111,0.12721,0.17191,2.25531,middle-low,0.992178311,-0.697499482,0.191920754,2,medium
246,Dominican Republic,LAC,Latin America and Caribbean,2016,89,5.155,1.02787,0.99496,0.57669,0.52259,0.12372,0.21286,1.69626,middle-low,-1.5964E-05,0.251659476,0.132234751,2,medium
247,Morocco,MENA,Middle East and North Africa,2016,90,5.151,0.84058,0.38595,0.59471,0.25646,0.08404,0.04053,2.94891,middle-low,1.661517377,-1.043797749,1.291737951,1,low
248,Hungary,CEE,Central and Eastern Europe,2016,91,5.145,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,1.95473,middle-low,0.664976152,-1.658320584,0.04739169,2,medium
249,Pakistan,SA,South Asia,2016,92,5.132,0.68816,0.26135,0.40306,0.14622,0.1388,0.31185,3.18286,middle-low,2.325899496,0.934270295,0.145244508,1,low
250,Lebanon,MENA,Middle East and North Africa,2016,93,5.129,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693,2.07339,middle-low,0.804101066,-0.560359535,-0.369890525,2,medium
251,Portugal,WE,Western Europe,2016,94,5.123,1.27607,0.94367,0.79363,0.44727,0.01521,0.11691,1.53015,middle-low,-0.097412744,-1.2642933,0.090431516,2,medium
252,Macedonia,CEE,Central and Eastern Europe,2016,95,5.121,1.0193,0.78236,0.64738,0.27668,0.07047,0.23507,2.08947,middle-low,0.828623957,-0.305806134,-0.328435129,2,medium
253,Vietnam,SEA,Southeast Asia,2016,96,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,1.9418,middle-low,0.338505259,0.734399981,0.052460705,2,medium
254,Somalia,SSA,Sub-Saharan Africa,2016,97,5.057,0.25558,0.75862,0.33108,0.3913,0.36794,0.51479,2.43801,middle-low,1.125798749,3.65358664,-0.413119292,1,low
255,Tunisia,MENA,Middle East and North Africa,2016,98,5.045,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,2.68413,middle-low,1.566482782,-1.205765978,1.256516701,1,low
256,Greece,WE,Western Europe,2016,99,5.033,1.24886,0.75473,0.80029,0.05822,0.04127,0,2.12944,middle-low,1.054512359,-2.56763324,0.554224718,2,medium
257,Tajikistan,CIS,Commonwealth of Independent States,2016,100,4.996,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998,2.39106,middle-low,1.143551421,0.868582529,-0.06105377,1,low
258,Mongolia,EA,East Asia,2016,101,4.907,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539,1.53586,middle-low,0.62177167,0.256376911,-1.374811632,2,medium
259,Laos,SEA,Southeast Asia,2016,102,4.876,0.68042,0.5497,0.38291,0.52168,0.22423,0.43079,2.08637,middle-low,1.020443473,2.686810732,0.030667002,1,low
260,Nigeria,SSA,Sub-Saharan Africa,2016,103,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,2.88586,middle-low,2.582380851,0.278691837,-0.017161321,1,low
261,Honduras,LAC,Latin America and Caribbean,2016,104,4.871,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044,2.29551,middle-low,1.46011118,-0.278244461,-0.237835666,1,low
262,Iran,MENA,Middle East and North Africa,2016,105,4.813,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,1.99817,middle-low,1.426624034,0.6652935,-0.662922251,1,low
263,Zambia,SSA,Sub-Saharan Africa,2016,106,4.795,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,2.58991,middle-low,1.899460282,0.569132423,0.70597188,1,low
264,Nepal,SA,South Asia,2016,107,4.793,0.44626,0.69699,0.50073,0.37012,0.07008,0.3816,2.32694,middle-low,1.659470176,1.261429467,-1.023290923,1,low
265,Palestinian Territories,MENA,Middle East and North Africa,2016,108,4.754,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154,2.40364,middle-low,1.765039678,-0.813897212,0.373268988,1,low
266,Albania,CEE,Central and Eastern Europe,2016,109,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.92816,middle-low,1.254843934,-0.528900658,0.353779413,1,low
267,Bangladesh,SA,South Asia,2016,110,4.643,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,2.60904,middle-low,1.983485596,0.678667524,0.99070709,1,low
268,Sierra Leone,SSA,Sub-Saharan Africa,2016,111,4.635,0.36485,0.628,0,0.30685,0.08196,0.23897,3.01402,middle-low,3.004177433,0.865139938,0.117208006,1,low
269,Iraq,MENA,Middle East and North Africa,2016,112,4.575,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,1.81657,middle-low,1.40798548,-0.062770869,0.560543272,1,low
270,Namibia,SSA,Sub-Saharan Africa,2016,113,4.574,0.93287,0.70362,0.34745,0.48614,0.10398,0.07795,1.92198,middle-low,1.317239278,-0.256414281,1.27484342,1,low
271,Cameroon,SSA,Sub-Saharan Africa,2016,114,4.513,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268,2.5198,middle-low,2.442567478,0.775016467,0.256633784,1,low
272,Ethiopia,SSA,Sub-Saharan Africa,2016,115,4.508,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2.65614,middle-low,2.395640097,1.641056913,0.416075908,1,low
